ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: slide_template","Meta: _dt_sidebar_position","Meta: _dt_sidebar_widgetarea_id","Meta: _dt_sidebar_hide_on_mobile","Meta: _dt_footer_show","Meta: _dt_footer_widgetarea_id","Meta: _dt_footer_hide_on_mobile","Meta: _dt_header_title","Meta: _dt_header_background","Meta: _dt_header_background_below_slideshow","Meta: _dt_header_transparent_bg_color_scheme","Meta: _dt_header_transparent_top_bar_bg_color","Meta: _dt_header_transparent_top_bar_bg_opacity","Meta: _dt_header_transparent_bg_color","Meta: _dt_header_transparent_bg_opacity","Meta: _dt_header_disabled_background","Meta: _dt_header_disabled_transparent_bg_color_scheme","Meta: _dt_header_disabled_transparent_top_bar_bg_color","Meta: _dt_header_disabled_transparent_top_bar_bg_opacity","Meta: _dt_header_disabled_transparent_bg_color","Meta: _dt_header_disabled_transparent_bg_opacity","Meta: _dt_page_overrides_top_margin","Meta: _dt_page_overrides_bottom_margin","Meta: _wp_page_template","Meta: rs_page_bg_color","Meta: _dt_page_overrides_right_margin","Meta: _dt_page_overrides_left_margin","Meta: _dt_mobile_page_padding_top","Meta: _dt_mobile_page_padding_right","Meta: _dt_mobile_page_padding_bottom","Meta: _dt_mobile_page_padding_left"
2421,simple,,,"Towel Rail With Backing Knob",1,0,visible,"<h4>Towel Rail With Backing Knob</h4>\n","<h4>Towel Rail With Backing Knob</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Shower Spares > Handles & Towel Rails, Shower Spares",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Towel-Rail-with-backing-knob.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2431,simple,,,"2 Screens With Towel Rails and A Cut Out Return Panel",1,0,visible,"<h4>2 Screens With Towel Rails and A Cut Out Return Panel</h4>\n","<h4>2 Screens With Towel Rails and A Cut Out Return Panel</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Screens-With-Towel-Rails-and-A-Cut-Out-Return-Panel.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2434,simple,,,"2 Walk-in Screens with Sandblast vinyl",1,0,visible,"<h4>2 Walk-in Screens with Sandblast vinyl</h4>\n","<h4>2 Walk-in Screens with Sandblast vinyl</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Walk-in-Screens-with-Sandblast-vinyl.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,default,,,,,,,
2437,simple,,,"2 Walk-In Screens With Towel Rail On The One Screen",1,0,visible,"<h4>2 Walk-In Screens With Towel Rail On The One Screen</h4>\n","<h4>2 Walk-In Screens With Towel Rail On The One Screen</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Walk-in-screens-with-towel-rail-on-the-one-screen.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2440,simple,,,"3 Sided Frameless Screen 2",1,0,visible,"<h4>3 Sided Frameless Screen 2</h4>\n","<h4>3 Sided Frameless Screen 2</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/3-Sided-frameless-screen-2.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2442,simple,,,"FA1021 Semi Frameless Screen with Support Bar",1,0,visible,"<h4>FA1021 Semi Frameless Screen with Support Bar</h4>\n\nAvailable ex-stock in the following two sizes\n \n1100mm wide x 1900mm high\n1200mm wide x 2000mm high\n","<h4>FA1021 Semi Frameless Screen with Support Bar</h4>\n\nAvailable ex-stock in the following two sizes\n \n1100mm wide x 1900mm high\n1200mm wide x 2000mm high",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/FA1021-Semi-Frameless-Screen-with-Support-Bar-2.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2444,simple,,,"Frameless Room Divider with Sandblasted Vinyl",1,0,visible,"<h4>Frameless Room Divider with Sandblasted Vinyl</h4>\n","<h4>Frameless Room Divider with Sandblasted Vinyl</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Room-Divider-with-Sandblasted-Vinyl.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2446,simple,,,"Frameless Room Divider",1,0,visible,"<h4>Frameless Room Divider</h4>\n","<h4>Frameless Room Divider</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-room-divider.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2448,simple,,,"Frameless Screen Between Bath and Basin",1,0,visible,"<h4>Frameless Screen Between Bath and Basin</h4>\n","<h4>Frameless Screen Between Bath and Basin</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Screen-between-bath-and-basin.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2450,simple,,,"Frameless Screen with Glass Stabilizing Shelf",1,0,visible,"<h4>Frameless Screen with Glass Stabilizing Shelf</h4>\n","<h4>Frameless Screen with Glass Stabilizing Shelf</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Screen-with-glass-stabilizing-shelf.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2454,simple,,,"Frameless Screen with Stabilizer Arm Through Glass",1,0,visible,"<h4>Frameless Screen with Stabilizer Arm Through Glass</h4>\n","<h4>Frameless Screen with Stabilizer Arm Through Glass</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures, Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Screen-with-Stabilizer-Arm-Through-Glass.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2456,simple,,,"Frameless Screen with Stabilizing Shelf",1,0,visible,"<h4>Frameless Screen with Stabilizing Shelf</h4>\n","<h4>Frameless Screen with Stabilizing Shelf</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures, Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Screen-with-Stabilizing-Shelf.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2458,simple,,,"Frameless Screen",1,0,visible,"<h4>Frameless Screen</h4>\n","<h4>Frameless Screen</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures, Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/frameless-screen.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2460,simple,,,"Frameless Shower Screen with Stabilizing Bar",1,0,visible,"<h4>Frameless Shower Screen with Stabilizing Bar</h4>\n","<h4>Frameless Shower Screen with Stabilizing Bar</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Walk In Shower Screens",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Shower-Screen-with-Stabilizing-Bar.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2473,simple,,,"2 Panel Walk In Shower With Stabiliser Arm",1,0,visible,"<h4>2 Panel Walk In Shower With Stabiliser Arm</h4>","<h4>2 Panel Walk In Shower With Stabiliser Arm</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Panel-Walk-in-shower-with-stabiliser-arm.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2477,simple,,,"2 Screens With Towel Rails and A Cut Out Return Panel",1,0,visible,"<h4>2 Screens With Towel Rails and A Cut Out Return Panel</h4>","<h4>2 Screens With Towel Rails and A Cut Out Return Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Screens-with-towel-rails-and-a-cut-out-return-panel.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2479,simple,,,"2 Walk-In Screens with Sandblast Vinyl",1,0,visible,"<h4>2 Walk-In Screens with Sandblast Vinyl</h4>","<h4>2 Walk-In Screens with Sandblast Vinyl</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Walk-in-Screens-with-Sandblast-vinyl-1.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2481,simple,,,"2 Walk-in Screens With Towel Rail On The One Screen",1,0,visible,"<h4>2 Walk-in Screens With Towel Rail On The One Screen</h4>","<h4>2 Walk-in Screens With Towel Rail On The One Screen</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/2-Walk-in-screens-with-towel-rail-on-the-one-screen-1.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2483,simple,,,"3 Sided Frameless Screen 2",1,0,visible,"<h4>3 Sided Frameless Screen 2</h4>","<h4>3 Sided Frameless Screen 2</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/3-Sided-frameless-screen-2-1.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2485,simple,,,"Bath-Room Divider",1,0,visible,"<h4>Bath-Room Divider</h4>","<h4>Bath-Room Divider</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Bath-room-divider.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2487,simple,,,"Black Shower Hardware",1,0,visible,"<h4>Black Shower Hardware</h4>","<h4>Black Shower Hardware</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Black-shower-hardware.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2489,simple,,,"Centre Door Hinging On An In Line Panel With Stabilizing Shelf",1,0,visible,"<h4>Centre Door Hinging On An In Line Panel With Stabilizing Shelf</h4>","<h4>Centre Door Hinging On An In Line Panel With Stabilizing Shelf</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Centre-Door-Hinging-on-an-In-Line-Panel-with-Stabilizing-Shelf.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2491,simple,,,"Centre walk in shower Two Screens with Glass Support Shelves",1,0,visible,"<h4>Centre walk in shower Two Screens with Glass Support Shelves</h4>","<h4>Centre walk in shower Two Screens with Glass Support Shelves</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Centre-walk-in-shower-Two-Screens-with-Glass-Support-Shelves.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2494,simple,,,"Custom Bathroom Enclosure Full Sandblast",1,0,visible,"<h4>Custom Bathroom Enclosure Full Sandblast</h4>","<h4>Custom Bathroom Enclosure Full Sandblast</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Custom-Bathrrom-Enclosure-Full-Sandblast.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2496,simple,,,"Custom Cut Frameless Door Due To Window Inside The Shower Area",1,0,visible,"<h4>Custom Cut Frameless Door Due To Window Inside The Shower Area</h4>","<h4>Custom Cut Frameless Door Due To Window Inside The Shower Area</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Custom-Cut-frameless-door-due-to-window-inside-the-showwer-area.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2499,simple,,,"Door and In Line Panel With Two Shelves",1,0,visible,"<h4>Door and In Line Panel With Two Shelves</h4>","<h4>Door and In Line Panel With Two Shelves</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Door-and-In-Line-Panel-with-Two-Shelves.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2502,simple,,,"Door Hinged Off In-Line Panel With Return Panel Using Black Hardware",1,0,visible,"<h4>Door Hinged Off In-Line Panel With Return Panel Using Black Hardware</h4>","<h4>Door Hinged Off In-Line Panel With Return Panel Using Black Hardware</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Door-Hinged-Off-In-Line-Panel-with-Return-Panel-using-Black-Hardware.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2504,simple,,,"Dual Entry Shower",1,0,visible,"<h4>Dual Entry Shower</h4>","<h4>Dual Entry Shower</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Dual-Entry-Shower.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2507,simple,,,"Floor to Ceiling Glass Wine Cellar",1,0,visible,"<h4>Floor to Ceiling Glass Wine Cellar</h4>","<h4>Floor to Ceiling Glass Wine Cellar</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Floor-to-Ceiling-Glass-Wine-Cellar.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2509,simple,,,"Frameless Centre Pivot Door With Header Rail and In Line Panels",1,0,visible,"<h4>Frameless Centre Pivot Door With Header Rail and In Line Panels</h4>","<h4>Frameless Centre Pivot Door With Header Rail and In Line Panels</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-centre-pivot-door-with-header-rail-and-in-line-panels.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2511,simple,,,"Frameless City Slider One Fixed Panel One Sliding Panel",1,0,visible,"<h4>Frameless City Slider One Fixed Panel One Sliding Panel </h4>","<h4>Frameless City Slider One Fixed Panel One Sliding Panel </h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-City-Slider-One-fixed-panel-one-sliding-panel-.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2514,simple,,,"Frameless Door Hinged Off An Inline Panel",1,0,visible,"<h4>Frameless Door Hinged Off An Inline Panel</h4>","<h4>Frameless Door Hinged Off An Inline Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-door-hinged-off-an-inline-panel-with-a-return-panel.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,default,,,,,,,
2517,simple,,,"Frameless Door Hinged Off The Wall With In Line Panel and Return Panel",1,0,visible,"<h4>Frameless Door Hinged Off The Wall With In Line Panel and Return Panel</h4>","<h4>Frameless Door Hinged Off The Wall With In Line Panel and Return Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-door-hinged-off-the-wall-with-in-line-panel-and-return-panel.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2520,simple,,,"Frameless Door Hinging On The Wall With An In-line Panel and Return Panel With Stabilizing Glass Shelf",1,0,visible,"<h4>Frameless Door Hinging On The Wall With An In-line Panel and Return Panel With Stabilizing Glass Shelf</h4>","<h4>Frameless Door Hinging On The Wall With An In-line Panel and Return Panel With Stabilizing Glass Shelf</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-door-hinging-on-the-wall-with-an-in-line-panel-and-return-panel-with-stabilizing-glass-shelf.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2523,simple,,,"Frameless Door With A Knob Handle Hinging On A Glass Panel With An in-line Panel",1,0,visible,"<h4>Frameless Door With A Knob Handle Hinging On A Glass Panel With An in-line Panel</h4>","<h4>Frameless Door With A Knob Handle Hinging On A Glass Panel With An in-line Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-door-with-a-knob-handle-hinging-on-a-glass-panel-with-an-in-line-panel.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2526,simple,,,"Frameless Enclosure Using Black Hardware",1,0,visible,"<h4>Frameless Enclosure Using Black Hardware</h4>","<h4>Frameless Enclosure Using Black Hardware</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-enclosure-using-black-hardware.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2528,simple,,,"Frameless Enclosure with Door Hinging of In Line Panel",1,0,visible,"<h4>Frameless Enclosure with Door Hinging of In Line Panel</h4>","<h4>Frameless Enclosure with Door Hinging of In Line Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Enclosure-with-Door-Hinging-of-In-Line-Panel.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2530,simple,,,"Frameless Enclosure With Wavy Cut Out Detail Along The Top Of The Shower",1,0,visible,"<h4>Frameless Enclosure With Wavy Cut Out Detail Along The Top Of The Shower</h4>","<h4>Frameless Enclosure With Wavy Cut Out Detail Along The Top Of The Shower</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-enclosure-with-wavy-cut-out-detail-along-the-top-of-the-shower.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2533,simple,,,"Frameless Hinged Door  and Return Panel with Sandblasted Vinyl Design",1,0,visible,"<h4>Frameless Hinged Door  and Return Panel with Sandblasted Vinyl Design</h4>","<h4>Frameless Hinged Door  and Return Panel with Sandblasted Vinyl Design</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Hinged-Door-and-REturn-Panel-with-Sandblasted-Vinyl-Design.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2535,simple,,,"Frameless Hinged Door With Bow & Towel Rail Handle",1,0,visible,"<h4>Frameless Hinged Door With Bow & Towel Rail Handle</h4>","<h4>Frameless Hinged Door With Bow & Towel Rail Handle</h4>\n",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-hinged-door-with-Bow-Towel-rail-handle.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2537,simple,,,"Frameless Hinged Door With Cut Out Panel",1,0,visible,"<h4>Frameless Hinged Door With Cut Out Panel</h4>","<h4>Frameless Hinged Door With Cut Out Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-hinged-door-with-cut-out-panel.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2540,simple,,,"Frameless Hinged Door with In Line Panel",1,0,visible,"<h4>Frameless Hinged Door with In Line Panel</h4>","<h4>Frameless Hinged Door with In Line Panel</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Hinged-Door-with-In-Line-Panel.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2542,simple,,,"Two Frameless Doors Centre Closing each hinged on wall",1,0,visible,"<h4>Two Frameless Doors Centre Closing each hinged on wall</h4>","<h4>Two Frameless Doors Centre Closing each hinged on wall</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-In-Line-Door-and-Panel.jpg,,,,,,,,,0,,,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,default,,,,,,,
2544,simple,,,"Frameless Internal Glass Door With Sandblasting",1,0,visible,"<h4>Frameless Internal Glass Door With Sandblasting</h4>","<h4>Frameless Internal Glass Door With Sandblasting</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-internal-glass-door-with-sandblasting.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
2546,simple,,,"Frameless Pivot Door with Header Rail",1,0,visible,"<h4>Frameless Pivot Door with Header Rail</h4>","<h4>Frameless Pivot Door with Header Rail</h4>",,,taxable,,1,,,0,0,,,,,1,,,,"Frameless Shower Enclosures",,,https://showerhaus.co.za/wp-content/uploads/2019/08/Frameless-Pivot-Door-with-Header-Rail.jpg,,,,,,,,,0,,default,left,sidebar_4,0,1,sidebar_2,0,enabled,normal,disabled,light,#ffffff,25,#000000,50,normal,light,#ffffff,25,#000000,50,,,,,,,,,,
